0.126078    0.000003   -0.000796 -0.062266   -0.000050   -0.001628 -0.062065    0.000047    0.003728
0.000101    0.126159   -0.001069 -0.000080   -0.062230   -0.002110 0.000140   -0.062179    0.004058
-0.000058   -0.000031    1.664095 0.000007   -0.000031   -0.791567 0.000245    0.000074   -0.881590
-0.062116    0.000004    0.002752 0.021317   -0.000048   -0.002922 0.031155    0.000046    0.000666
0.000080   -0.062191    0.002687 -0.000093    0.021360   -0.003083 0.000131    0.031055    0.000898
0.000180    0.000033   -0.882125 -0.000192   -0.000087    0.950321 0.000155    0.000050   -0.054853
-0.062100    0.000004   -0.003553 0.030946   -0.000051    0.001879 0.022001    0.000048    0.002297
0.000083   -0.062183   -0.003846 -0.000085    0.030993    0.001549 0.000310    0.021710    0.002697
0.000181    0.000031   -0.793226 -0.000071   -0.000050   -0.051866 0.000131    0.000021    0.860997
